prev_comm,prio,timeslice
Chrome_ChildIOT,120,33484
Chrome_ChildIOT,120,16652
stress-ng-cpu,120,2937945
stress-ng-cpu,120,430664
Chrome_ChildIOT,120,23475
stress-ng-cpu,120,783951
chromium:gdrv0,120,68401
chromium:cs0,120,16381
chromium,120,19467
stress-ng-cpu,120,4840
stress-ng-cpu,120,4870
Chrome_ChildIOT,120,38614
stress-ng-cpu,120,842994
kworker/u96:3,120,26120
Chrome_ChildIOT,120,14107
chromium:gdrv0,120,14517
stress-ng-cpu,120,2245
chromium:gdrv0,120,14307
stress-ng-cpu,120,2064
chromium,120,196346
chromium:gdrv0,120,13837
stress-ng-cpu,120,212838
kworker/u96:3,120,4148
stress-ng-cpu,120,29396
chromium:gdrv0,120,14608
stress-ng-cpu,120,2174
chromium:gdrv0,120,13646
stress-ng-cpu,120,1953
stress-ng-cpu,120,125971
chromium:gl0,120,310244
chromium,120,129728
stress-ng-cpu,120,428901
Chrome_ChildIOT,120,20650
Chrome_ChildIOT,120,35278
Chrome_ChildIOT,120,17754
stress-ng-cpu,120,430935
Chrome_ChildIOT,120,24156
Chrome_ChildIOT,120,37391
Chrome_ChildIOT,120,17864
stress-ng-cpu,120,424533
Chrome_ChildIOT,120,24447
Chrome_ChildIOT,120,39245
Chrome_ChildIOT,120,17703
chromium,120,2996467
stress-ng-cpu,120,2586713
stress-ng-cpu,120,2466563
chromium,120,40067
stress-ng-cpu,120,7043
chromium,120,19587
stress-ng-cpu,120,5250
chromium,120,19347
stress-ng-cpu,120,4238
chromium,120,19678
chromium:gdrv0,120,10160
stress-ng-cpu,120,5621
chromium,120,14778
stress-ng-cpu,120,7665
chromium:gdrv0,120,13315
stress-ng-cpu,120,2094
stress-ng-cpu,120,2876698
kworker/u96:3,120,4118
chromium:gdrv0,120,20149
chromium:cs0,120,2064
stress-ng-cpu,120,65545
stress-ng-cpu,120,4810
kworker/u96:3,120,25649
stress-ng-cpu,120,151150
chromium:gl0,120,295145
stress-ng-cpu,120,6643
stress-ng-cpu,120,38554
chromium,120,98588
chromium:gdrv0,120,13416
stress-ng-cpu,120,39917
chromium:gl0,120,99982
stress-ng-cpu,120,50196
chromium:gdrv0,120,16522
chromium:cs0,120,2194
chromium:gdrv0,120,2004
chromium:cs0,120,1874
stress-ng-cpu,120,302971
kworker/u96:3,120,9498
chromium:gdrv0,120,18826
stress-ng-cpu,120,30267
chromium,120,223688
chromium:gdrv0,120,16411
stress-ng-cpu,120,35388
chromium:gdrv0,120,14708
stress-ng-cpu,120,3958
stress-ng-cpu,120,88570
chromium:gl0,120,262452
chromium:gdrv0,120,13516
stress-ng-cpu,120,2034
stress-ng-cpu,120,48102
kworker/u96:3,120,2465
chromium:gdrv0,120,14418
stress-ng-cpu,120,2214
chromium:gdrv0,120,14347
stress-ng-cpu,120,2064
chromium,120,223929
chromium:gdrv0,120,9829
stress-ng-cpu,120,183571
kworker/u96:3,120,4569
stress-ng-cpu,120,24908
stress-ng-cpu,120,103899
chromium:gl0,120,280167
stress-ng-cpu,120,36249
chromium,120,18506
stress-ng-cpu,120,7114
chromium:gdrv0,120,14508
stress-ng-cpu,120,49265
chromium:gdrv0,120,14147
stress-ng-cpu,120,1934
chromium:gdrv0,120,14317
stress-ng-cpu,120,2175
chromium:gdrv0,120,18525
stress-ng-cpu,120,2315
chromium,120,235662
stress-ng-cpu,120,59765
chromium:gl0,120,272411
chromium:cs0,120,1953
chromium:gdrv0,120,1924
chromium,120,40187
stress-ng-cpu,120,3005
stress-ng-cpu,120,439732
chromium:cs0,120,25508
chromium:gdrv0,120,12715
kworker/u96:3,120,27733
stress-ng-cpu,120,140198
chromium:gl0,120,36760
stress-ng-cpu,120,260018
chromium,120,262282
stress-ng-cpu,120,58983
chromium:cs0,120,61067
kworker/u96:3,120,6302
stress-ng-cpu,120,2825
kworker/u96:3,120,2324
stress-ng-cpu,120,2395
stress-ng-cpu,120,182660
chromium,120,187970
stress-ng-cpu,120,2996838
chromium:cs0,120,31179
stress-ng-cpu,120,3375403
stress-ng-cpu,120,5160
kworker/u96:3,120,7925
Chrome_ChildIOT,120,23666
Chrome_ChildIOT,120,38273
Chrome_ChildIOT,120,18074
stress-ng-cpu,120,291348
kworker/u96:3,120,4258
stress-ng-cpu,120,117164
kworker/u96:3,120,3898
stress-ng-cpu,120,413742
Chrome_ChildIOT,120,23876
Chrome_ChildIOT,120,35267
Chrome_ChildIOT,120,18285
stress-ng-cpu,120,421126
Chrome_ChildIOT,120,24266
Chrome_ChildIOT,120,39175
Chrome_ChildIOT,120,18095
stress-ng-cpu,120,15745088
kworker/u97:3,120,15970
stress-ng-cpu,120,10076765
cosmic-comp,120,18405
stress-ng-cpu,120,418421
Chrome_ChildIOT,120,25158
Chrome_ChildIOT,120,37251
Chrome_ChildIOT,120,18645
stress-ng-cpu,120,331084
VizCompositorTh,120,42601
stress-ng-cpu,120,2415535
Compositor,120,65916
Chrome_ChildIOT,120,16331
Chrome_ChildIOT,120,37141
Chrome_ChildIOT,120,18656
stress-ng-cpu,120,408912
Chrome_ChildIOT,120,24267
Chrome_ChildIOT,120,36069
Chrome_ChildIOT,120,18375
stress-ng-cpu,120,3007168
chromium,120,3001968
stress-ng-cpu,120,10058450
stress-ng-cpu,120,1728540
Chrome_IOThread,120,45677
chromium,120,110943
stress-ng-cpu,120,2824698
chromium:cs0,120,38343
stress-ng-cpu,120,1269571
kworker/u96:3,120,26932
chromium:gl0,120,27562
stress-ng-cpu,120,8046
cosmic-comp,120,110743
chromium:gl0,120,25589
stress-ng-cpu,120,2876
chromium,120,64604
stress-ng-cpu,120,144486
kworker/u96:3,120,4028
chromium,120,479728
surface-HDMI-A-,120,95653
chromium:gl0,120,238547
stress-ng-cpu,120,3878
chromium,120,20820
cosmic-panel,120,89231
stress-ng-cpu,120,8025
stress-ng-cpu,120,1595855
stress-ng-cpu,120,1728360
stress-ng-cpu,120,2382432
Chrome_ChildIOT,120,31060
stress-ng-cpu,120,13745699
stress-ng-cpu,120,1462210
surface-eDP-1,120,17444
surface-HDMI-A-,120,12834
stress-ng-cpu,120,2284
chromium:gdrv0,120,80915
stress-ng-cpu,120,5641
cosmic-comp,120,86836
stress-ng-cpu,120,1530691
chromium,120,27473
cosmic-comp,120,55015
stress-ng-cpu,120,89942
chromium:gdrv0,120,14648
stress-ng-cpu,120,4649
chromium:gdrv0,120,14748
stress-ng-cpu,120,2274
stress-ng-cpu,120,261601
chromium:gdrv0,120,13456
chromium,120,222907
VizCompositorTh,120,19848
chromium:gdrv0,120,13877
stress-ng-cpu,120,2134
stress-ng-cpu,120,64343
chromium:gl0,120,257493
stress-ng-cpu,120,41148
chromium:gdrv0,120,14267
stress-ng-cpu,120,2154
chromium:gdrv0,120,14268
stress-ng-cpu,120,2034
chromium:gdrv0,120,15239
stress-ng-cpu,120,1994
chromium,120,233588
stress-ng-cpu,120,12223
surface-eDP-1,120,282301
stress-ng-cpu,120,2200343
cosmic-com:cs0,120,37712
chromium:gdrv0,120,23024
kworker/u96:3,120,29616
chromium:cs0,120,43694
stress-ng-cpu,120,57380
chromium:gl0,120,300265
chromium:gdrv0,120,14407
kworker/u96:3,120,18656
stress-ng-cpu,120,39876
stress-ng-cpu,120,94020
stress-ng-cpu,120,50166
chromium:gdrv0,120,15720
stress-ng-cpu,120,4729
chromium:gdrv0,120,14127
stress-ng-cpu,120,2165
chromium:gdrv0,120,13646
chromium,120,227105
stress-ng-cpu,120,1924
chromium:gdrv0,120,18396
chromium:cs0,120,2294
chromium:gl0,120,250028
chromium:gdrv0,120,1934
chromium:cs0,120,1743
chromium:gdrv0,120,3136
stress-ng-cpu,120,2044
kworker/u96:3,120,6132
stress-ng-cpu,120,247784
kworker/u96:3,120,4699
stress-ng-cpu,120,194022
kworker/u96:3,120,4028
stress-ng-cpu,120,993873
chromium:gdrv0,120,16312
stress-ng-cpu,120,2154
stress-ng-cpu,120,1120946
chromium:gl0,120,60186
stress-ng-cpu,120,40016
chromium:gdrv0,120,14147
stress-ng-cpu,120,2144
chromium:gdrv0,120,14067
stress-ng-cpu,120,2014
chromium:gdrv0,120,14127
stress-ng-cpu,120,2004
chromium,120,233167
chromium:gdrv0,120,13967
stress-ng-cpu,120,2034
chromium:gdrv0,120,14288
stress-ng-cpu,120,1984
stress-ng-cpu,120,110983
chromium:gl0,120,304303
stress-ng-cpu,120,39505
chromium:gdrv0,120,14387
stress-ng-cpu,120,2425
chromium:gdrv0,120,14388
stress-ng-cpu,120,2194
chromium:gdrv0,120,14157
chromium,120,228998
stress-ng-cpu,120,2034
chromium:gdrv0,120,14518
stress-ng-cpu,120,2024
chromium:gdrv0,120,14047
stress-ng-cpu,120,2004
stress-ng-cpu,120,116222
chromium:gl0,120,305215
stress-ng-cpu,120,28625
chromium:gdrv0,120,11983
chromium:cs0,120,2735
chromium:gdrv0,120,2104
chromium:cs0,120,2063
stress-ng-cpu,120,1394681
chromium:gdrv0,120,24577
kworker/u96:3,120,27894
chromium,120,192749
stress-ng-cpu,120,4869
stress-ng-cpu,120,33714
chromium:gdrv0,120,13556
stress-ng-cpu,120,2695
stress-ng-cpu,120,2377973
surface-eDP-1,120,42751
stress-ng-cpu,120,5811
chromium:gl0,120,285116
cosmic-com:cs0,120,29907
kworker/u96:3,120,6322
stress-ng-cpu,120,52190
chromium,120,18635
stress-ng-cpu,120,9698
chromium:gdrv0,120,16522
stress-ng-cpu,120,5741
stress-ng-cpu,120,48082
chromium:cs0,120,16923
kworker/u96:3,120,2785
stress-ng-cpu,120,60997
stress-ng-cpu,120,63361
chromium:gdrv0,120,18535
stress-ng-cpu,120,3957
chromium:gdrv0,120,14177
chromium,120,159906
stress-ng-cpu,120,2445
stress-ng-cpu,120,155748
cosmic-com:cs0,120,24618
kworker/u96:3,120,4389
stress-ng-cpu,120,2826
kworker/u96:3,120,5772
stress-ng-cpu,120,16201
surface-eDP-1,120,17223
stress-ng-cpu,120,5581
kworker/u96:3,120,5010
chromium,120,2997510
stress-ng-cpu,120,13365
cosmic-com:cs0,120,23154
kworker/u96:3,120,2625
stress-ng-cpu,120,22613
stress-ng-cpu,120,10400
kworker/u96:3,120,8176
chromium:gl0,120,235721
chromium:gdrv0,120,14107
stress-ng-cpu,120,109339
surface-eDP-1,120,111444
stress-ng-cpu,120,109099
cosmic-com:cs0,120,21572
stress-ng-cpu,120,19869
kworker/u96:3,120,4378
stress-ng-cpu,120,71316
kworker/u96:3,120,8126
stress-ng-cpu,120,3379872
surface-eDP-1,120,105271
kworker/u98:0,120,19407
chromium,120,130710
stress-ng-cpu,120,123747
kworker/u96:3,120,4138
stress-ng-cpu,120,294714
stress-ng-cpu,120,393684
kworker/u96:3,120,4108
stress-ng-cpu,120,59685
kworker/u96:3,120,3878
kworker/u98:0,120,174945
stress-ng-cpu,120,1636363
stress-ng-cpu,120,1421381
chromium,120,19347
chromium:gdrv0,120,13486
stress-ng-cpu,120,2244
chromium:gdrv0,120,13505
stress-ng-cpu,120,1954
chromium:gl0,120,184222
chromium:gdrv0,120,10239
stress-ng-cpu,120,2684640
stress-ng-cpu,120,810892
stress-ng-cpu,120,803278
Chrome_ChildIOT,120,51148
Chrome_ChildIOT,120,58482
ThreadPoolForeg,120,24317
Compositor,120,132825
ThreadPoolForeg,120,59604
Compositor,120,84201
Chrome_ChildIOT,120,24197
Chrome_ChildIOT,120,63742
Chrome_ChildIOT,120,36079
Compositor,120,56087
Chrome_ChildIOT,120,33585
VizCompositorTh,120,249127
Compositor,120,48563
stress-ng-cpu,120,1969281
stress-ng-cpu,120,1000747
chromium:gdrv0,120,14167
stress-ng-cpu,120,2244
stress-ng-cpu,120,2943145
chromium,120,87217
kworker/u98:0,120,9137
stress-ng-cpu,120,3543244
cosmic-comp,120,15359
surface-eDP-1,120,22673
stress-ng-cpu,120,5451
stress-ng-cpu,120,50256
chromium:gl0,120,132173
stress-ng-cpu,120,17594
chromium,120,15489
stress-ng-cpu,120,3134862
stress-ng-cpu,120,16993
chromium:cs0,120,19016
kworker/u96:3,120,29236
stress-ng-cpu,120,201817
chromium,120,203960
stress-ng-cpu,120,197538
stress-ng-cpu,120,23976
chromium:cs0,120,25418
kworker/u96:3,120,8757
stress-ng-cpu,120,289805
chromium,120,204181
stress-ng-cpu,120,222276
kworker/u96:3,120,7143
stress-ng-cpu,120,139607
chromium:gl0,120,315213
chromium,120,7845
stress-ng-cpu,120,2048322
Compositor,120,25368
chromium,120,397972
Chrome_ChildIOT,120,21311
stress-ng-cpu,120,1703712
Chrome_ChildIOT,120,35749
Compositor,120,20870
surface-HDMI-A-,120,352956
stress-ng-cpu,120,2202517
cosmic-com:cs0,120,30709
surface-HDMI-A-,120,25329
kworker/u96:3,120,28244
stress-ng-cpu,120,13986
cosmic-com:cs0,120,16753
kworker/u96:3,120,8055
surface-HDMI-A-,120,18636
stress-ng-cpu,120,27182
cosmic-com:cs0,120,16291
kworker/u96:3,120,4699
surface-HDMI-A-,120,8597
stress-ng-cpu,120,7184
kworker/u96:3,120,8546
cosmic-com:cs0,120,16081
stress-ng-cpu,120,4699
kworker/u96:3,120,5941
stress-ng-cpu,120,18445
kworker/u96:3,120,4218
stress-ng-cpu,120,2590630
stress-ng-cpu,120,2257532
chromium:gdrv0,120,70775
stress-ng-cpu,120,6813
stress-ng-cpu,120,122124
kworker/u96:3,120,4999
stress-ng-cpu,120,3011226
surface-HDMI-A-,120,183442
stress-ng-cpu,120,154576
cosmic-comp,120,97476
chromium:gdrv0,120,21130
chromium,120,43714
kworker/u97:3,120,156048
cosmic-comp,120,6482
chromium:gdrv0,120,19037
stress-ng-cpu,120,220652
chromium:cs0,120,21120
chromium,120,205303
kworker/u96:3,120,24687
stress-ng-cpu,120,5100
stress-ng-cpu,120,39215
chromium:gdrv0,120,15690
stress-ng-cpu,120,4659
chromium:gdrv0,120,14227
stress-ng-cpu,120,2114
stress-ng-cpu,120,145078
chromium:gl0,120,319391
stress-ng-cpu,120,30468
chromium:gdrv0,120,13787
stress-ng-cpu,120,2014
chromium:gdrv0,120,13836
stress-ng-cpu,120,2024
chromium,120,194533
chromium:gdrv0,120,13957
stress-ng-cpu,120,1894
kworker/u96:3,120,2465
chromium:gdrv0,120,15720
stress-ng-cpu,120,120421
chromium:gl0,120,284124
chromium:gdrv0,120,12795
stress-ng-cpu,120,1963
stress-ng-cpu,120,44335
chromium:gdrv0,120,14748
stress-ng-cpu,120,2014
chromium:gdrv0,120,13736
stress-ng-cpu,120,1964
chromium:gl0,120,158673
chromium,120,218989
chromium:gdrv0,120,13846
stress-ng-cpu,120,1874
chromium:gdrv0,120,13967
stress-ng-cpu,120,1873
chromium:gdrv0,120,20098
chromium:gl0,120,152802
stress-ng-cpu,120,141732
chromium:cs0,120,16792
stress-ng-cpu,120,418972
kworker/u96:3,120,25058
chromium,120,123146
stress-ng-cpu,120,379427
kworker/u96:3,120,4108
stress-ng-cpu,120,839558
chromium,120,2513222
stress-ng-cpu,120,722353
chromium,120,18315
Chrome_ChildIOT,120,27933
stress-ng-cpu,120,7595
chromium,120,19337
stress-ng-cpu,120,5531
chromium,120,10811
stress-ng-cpu,120,5240
chromium:gdrv0,120,13917
Chrome_ChildIOT,120,54183
chromium,120,27233
stress-ng-cpu,120,6753
chromium,120,20469
chromium:gdrv0,120,10470
stress-ng-cpu,120,34677
chromium:gdrv0,120,2235
stress-ng-cpu,120,33113
chromium:gdrv0,120,2215
chromium:cs0,120,14839
stress-ng-cpu,120,689541
stress-ng-cpu,120,2204
stress-ng-cpu,120,154376
chromium:gl0,120,285937
kworker/u96:3,120,24857
stress-ng-cpu,120,4368
chromium,120,24056
stress-ng-cpu,120,2454
chromium:gdrv0,120,17754
stress-ng-cpu,120,48994
stress-ng-cpu,120,84913
chromium:gdrv0,120,16813
stress-ng-cpu,120,4739
chromium:gdrv0,120,14307
stress-ng-cpu,120,2134
kworker/u96:3,120,2485
chromium,120,192288
chromium:gdrv0,120,14357
stress-ng-cpu,120,1934
chromium:gdrv0,120,14377
stress-ng-cpu,120,1914
chromium:gdrv0,120,14458
stress-ng-cpu,120,1954
stress-ng-cpu,120,146040
chromium:gl0,120,316646
stress-ng-cpu,120,33273
chromium:gdrv0,120,14297
stress-ng-cpu,120,2044
chromium:gdrv0,120,14508
stress-ng-cpu,120,2054
chromium,120,210653
stress-ng-cpu,120,39015
chromium:gdrv0,120,2165
stress-ng-cpu,120,40498
chromium:gdrv0,120,2134
stress-ng-cpu,120,2743193
stress-ng-cpu,120,148644
chromium:gl0,120,326004
kworker/u97:3,120,10390
stress-ng-cpu,120,2760686
cosmic-comp,120,11922
chromium,120,135430
surface-HDMI-A-,120,70606
stress-ng-cpu,120,173162
cosmic-comp,120,33625
chromium,120,26761
cosmic-comp,120,6131
stress-ng-cpu,120,1523286
VizCompositorTh,120,41700
Compositor,120,60526
chromium,120,27804
Chrome_ChildIOT,120,20178
Chrome_ChildIOT,120,37041
stress-ng-cpu,120,1550088
kworker/u96:3,120,4809
chromium,120,454109
Chrome_ChildIOT,120,18586
Chrome_ChildIOT,120,35999
Chrome_ChildIOT,120,18245
stress-ng-cpu,120,1986634
stress-ng-cpu,120,1789105
chromium,120,22153
stress-ng-cpu,120,4428
chromium,120,19858
stress-ng-cpu,120,2053452
chromium:gdrv0,120,24427
chromium:cs0,120,17994
stress-ng-cpu,120,1069898
stress-ng-cpu,120,3076
kworker/u96:3,120,25228
chromium:gdrv0,120,15640
stress-ng-cpu,120,4859
stress-ng-cpu,120,43083
chromium:gdrv0,120,16061
stress-ng-cpu,120,4518
chromium:gl0,120,218208
kworker/u96:3,120,2455
stress-ng-cpu,120,942564
stress-ng-cpu,120,782298
chromium:gdrv0,120,14348
stress-ng-cpu,120,2164
chromium,120,81025
chromium:gdrv0,120,14558
stress-ng-cpu,120,1984
stress-ng-cpu,120,58001
chromium:gl0,120,133766
chromium:cs0,120,16471
stress-ng-cpu,120,494638
stress-ng-cpu,120,2194
stress-ng-cpu,120,43444
kworker/u96:3,120,24888
chromium:gdrv0,120,16742
stress-ng-cpu,120,2234
chromium:gdrv0,120,14298
stress-ng-cpu,120,2044
chromium,120,210663
chromium:gdrv0,120,4709
stress-ng-cpu,120,31410
stress-ng-cpu,120,54785
chromium:gl0,120,222285
chromium:gdrv0,120,2214
stress-ng-cpu,120,215863
kworker/u96:3,120,6232
stress-ng-cpu,120,52481
stress-ng-cpu,120,88560
chromium:gdrv0,120,16001
stress-ng-cpu,120,4389
chromium:gdrv0,120,14408
stress-ng-cpu,120,2115
chromium:gdrv0,120,20079
stress-ng-cpu,120,1993
chromium,120,296898
chromium:gdrv0,120,14467
stress-ng-cpu,120,46840
chromium:gdrv0,120,2274
stress-ng-cpu,120,68862
chromium:gl0,120,313110
chromium,120,13556
stress-ng-cpu,120,24968
stress-ng-cpu,120,2595
stress-ng-cpu,120,106514
chromium:gl0,120,34526
chromium,120,2673419
chromium,120,188411
stress-ng-cpu,120,61848
chromium:cs0,120,69343
kworker/u96:3,120,25118
chromium,120,177089
chromium:cs0,120,6863
stress-ng-cpu,120,187069
stress-ng-cpu,120,3527
kworker/u96:3,120,8236
stress-ng-cpu,120,521629
kworker/u96:3,120,4319
stress-ng-cpu,120,129187
kworker/u96:3,120,4088
stress-ng-cpu,120,20719443
chromium,120,248175
stress-ng-cpu,120,9187
stress-ng-cpu,120,2086225
stress-ng-cpu,120,2999463
stress-ng-cpu,120,997961
stress-ng-cpu,120,2764003
ksoftirqd/3,120,7114
kworker/2:1,120,15961
Chrome_ChildIOT,120,50337
stress-ng-cpu,120,21967512
Chrome_ChildIOT,120,52340
stress-ng-cpu,120,6832012
Chrome_IOThread,120,40237
chromium,120,32692
Chrome_ChildIOT,120,24727
Chrome_ChildIOT,120,34927
stress-ng-cpu,120,209922
chromium,120,117925
chromium:gl0,120,34696
stress-ng-cpu,120,7034
chromium:gl0,120,22663
stress-ng-cpu,120,3246
chromium:gl0,120,19197
cosmic-comp,120,91455
stress-ng-cpu,120,18645
chromium,120,185956
chromium,120,66958
Chrome_ChildIOT,120,33123
chromium:gdrv0,120,68532
surface-eDP-1,120,12944
cosmic-comp,120,55737
chromium,120,18205
cosmic-comp,120,7144
stress-ng-cpu,120,42081
chromium,120,476994
chromium:gdrv0,120,15370
surface-HDMI-A-,120,15119
chromium:gl0,120,180486
VizCompositorTh,120,23334
stress-ng-cpu,120,58622
chromium,120,223588
stress-ng-cpu,120,139377
chromium:gdrv0,120,14658
Chrome_ChildIOT,120,17614
chromium,120,154436
stress-ng-cpu,120,4749
Chrome_ChildIOT,120,34345
stress-ng-cpu,120,45638
Chrome_ChildIOT,120,17243
chromium:gdrv0,120,21511
chromium,120,87067
stress-ng-cpu,120,2837674
chromium:cs0,120,56408
chromium:gdrv0,120,17223
kworker/u96:3,120,26170
stress-ng-cpu,120,26000
chromium:gdrv0,120,16131
stress-ng-cpu,120,43143
chromium:gdrv0,120,16041
stress-ng-cpu,120,136622
chromium:gl0,120,335252
stress-ng-cpu,120,62219
stress-ng-cpu,120,133876
chromium:gdrv0,120,16552
stress-ng-cpu,120,42922
chromium:gdrv0,120,16682
kworker/u97:3,120,117124
stress-ng-cpu,120,37833
stress-ng-cpu,120,723315
chromium,120,258905
chromium:gdrv0,120,16501
stress-ng-cpu,120,381321
kworker/u96:3,120,4619
stress-ng-cpu,120,39505
chromium:gdrv0,120,19006
stress-ng-cpu,120,33995
chromium:gdrv0,120,15921
chromium:gl0,120,310394
stress-ng-cpu,120,113638
surface-eDP-1,120,265729
chromium,120,152903
stress-ng-cpu,120,270808
cosmic-com:cs0,120,29196
stress-ng-cpu,120,32783
kworker/u96:3,120,26160
stress-ng-cpu,120,30758
surface-eDP-1,120,34225
stress-ng-cpu,120,26100
cosmic-com:cs0,120,21181
stress-ng-cpu,120,15850
kworker/u96:3,120,13305
stress-ng-cpu,120,22272
surface-eDP-1,120,22704
stress-ng-cpu,120,30408
cosmic-com:cs0,120,21451
stress-ng-cpu,120,21411
kworker/u96:3,120,3747
stress-ng-cpu,120,7765
stress-ng-cpu,120,15640
surface-eDP-1,120,16352
kworker/u96:3,120,7073
stress-ng-cpu,120,14678
cosmic-com:cs0,120,19087
stress-ng-cpu,120,18014
kworker/u96:3,120,7575
stress-ng-cpu,120,15099
kworker/u96:3,120,3567
stress-ng-cpu,120,122484
surface-eDP-1,120,126512
stress-ng-cpu,120,118867
cosmic-com:cs0,120,23194
stress-ng-cpu,120,19127
kworker/u96:3,120,12644
stress-ng-cpu,120,2985
kworker/u96:3,120,2114
stress-ng-cpu,120,1381084
surface-eDP-1,120,124799
kworker/u98:0,120,48162
stress-ng-cpu,120,318260
stress-ng-cpu,120,172450
kworker/u96:3,120,4629
stress-ng-cpu,120,58081
kworker/u96:3,120,3376
kworker/u98:0,120,174905
stress-ng-cpu,120,1712158
stress-ng-cpu,120,1257438
chromium,120,22163
stress-ng-cpu,120,3366
chromium,120,19007
stress-ng-cpu,120,4348
stress-ng-cpu,120,1781581
chromium,120,18175
chromium:gdrv0,120,16341
stress-ng-cpu,120,6933
chromium,120,19097
stress-ng-cpu,120,4939
stress-ng-cpu,120,39465
chromium,120,18856
stress-ng-cpu,120,7023
chromium:gdrv0,120,15750
chromium,120,10791
stress-ng-cpu,120,38694
chromium:gdrv0,120,16040
stress-ng-cpu,120,36530
chromium:gdrv0,120,11883
chromium:cs0,120,3797
chromium:gdrv0,120,2154
chromium:cs0,120,18526
stress-ng-cpu,120,1114013
kworker/u96:3,120,25249
chromium:gdrv0,120,27272
stress-ng-cpu,120,156640
chromium:gl0,120,299684
stress-ng-cpu,120,27943
stress-ng-cpu,120,97708
chromium:gdrv0,120,16411
stress-ng-cpu,120,43503
chromium:gdrv0,120,17053
chromium,120,189473
stress-ng-cpu,120,41179
chromium:gdrv0,120,16381
stress-ng-cpu,120,41871
chromium:gdrv0,120,18425
chromium:cs0,120,3747
chromium:gdrv0,120,2004
chromium:cs0,120,18927
stress-ng-cpu,120,323720
chromium:gdrv0,120,6983
kworker/u96:3,120,8125
stress-ng-cpu,120,134728
chromium:gl0,120,296928
stress-ng-cpu,120,14147
chromium,120,17684
stress-ng-cpu,120,21221
kworker/u96:3,120,3106
stress-ng-cpu,120,11953
chromium:gdrv0,120,19066
stress-ng-cpu,120,52059
chromium,120,44816
stress-ng-cpu,120,9067
chromium:gl0,120,32533
stress-ng-cpu,120,49876
chromium,120,74212
stress-ng-cpu,120,3076211
stress-ng-cpu,120,151971
kworker/u96:3,120,2294
chromium:gl0,120,59423
WebRTC_W_and_N,120,59875
stress-ng-cpu,120,47752
stress-ng-cpu,120,227847
chromium:gdrv0,120,20309
stress-ng-cpu,120,33374
chromium:gdrv0,120,16511
chromium,120,131622
chromium:gl0,120,126672
stress-ng-cpu,120,49054
chromium:gdrv0,120,14648
stress-ng-cpu,120,40378
stress-ng-cpu,120,84702
chromium:gl0,120,61738
chromium:gdrv0,120,14958
stress-ng-cpu,120,38254
stress-ng-cpu,120,85915
chromium:gdrv0,120,16311
stress-ng-cpu,120,38774
chromium:gdrv0,120,16051
chromium,120,179965
stress-ng-cpu,120,38894
chromium:gdrv0,120,16241
stress-ng-cpu,120,39145
chromium:gdrv0,120,16261
chromium:gl0,120,255659
stress-ng-cpu,120,750907
stress-ng-cpu,120,674351
stress-ng-cpu,120,745167
chromium:gdrv0,120,16421
stress-ng-cpu,120,39185
chromium:gdrv0,120,16321
chromium,120,211686
stress-ng-cpu,120,41510
chromium:gdrv0,120,34266
stress-ng-cpu,120,1469193
chromium:cs0,120,28975
chromium:gdrv0,120,14067
kworker/u96:3,120,27152
stress-ng-cpu,120,32973
chromium:gdrv0,120,16782
stress-ng-cpu,120,134748
chromium:gl0,120,308942
stress-ng-cpu,120,35928
stress-ng-cpu,120,100743
chromium:gdrv0,120,19047
chromium:cs0,120,4048
chromium,120,219731
stress-ng-cpu,120,355200
kworker/u96:3,120,4088
stress-ng-cpu,120,122224
chromium:gl0,120,305985
chromium,120,28805
stress-ng-cpu,120,410616
surface-HDMI-A-,120,314271
stress-ng-cpu,120,808298
cosmic-com:cs0,120,30920
surface-HDMI-A-,120,23936
kworker/u96:3,120,27683
stress-ng-cpu,120,13917
cosmic-com:cs0,120,17284
kworker/u96:3,120,7624
surface-HDMI-A-,120,18145
stress-ng-cpu,120,26911
cosmic-com:cs0,120,16652
kworker/u96:3,120,4439
surface-HDMI-A-,120,9058
stress-ng-cpu,120,10029
cosmic-com:cs0,120,15760
kworker/u96:3,120,13556
stress-ng-cpu,120,25760
kworker/u96:3,120,4399
stress-ng-cpu,120,5602066
stress-ng-cpu,120,116323
stress-ng-cpu,120,4470700
surface-HDMI-A-,120,154706
kworker/u96:3,120,4138
cosmic-comp,120,92898
chromium,120,34086
cosmic-comp,120,7234
kworker/u97:3,120,150247
chromium,120,3207221
WebRTC_W_and_N,120,61939
Chrome_ChildIOT,120,48774
Chrome_ChildIOT,120,63231
stress-ng-cpu,120,1046524
kworker/u98:0,120,10260
stress-ng-cpu,120,6062819
cosmic-comp,120,13566
surface-eDP-1,120,26901
stress-ng-cpu,120,2529403
stress-ng-cpu,120,2310183
stress-ng-cpu,120,1323855
chromium:gdrv0,120,60406
chromium:cs0,120,22383
stress-ng-cpu,120,1344765
kworker/u96:3,120,24787
chromium,120,122234
stress-ng-cpu,120,161179
kworker/u96:3,120,3968
stress-ng-cpu,120,2804901
kworker/u97:3,120,7044
stress-ng-cpu,120,1752816
cosmic-comp,120,12484
stress-ng-cpu,120,1526193
surface-HDMI-A-,120,70065
stress-ng-cpu,120,70866
cosmic-comp,120,38263
chromium,120,28775
cosmic-comp,120,6152
stress-ng-cpu,120,2822023
stress-ng-cpu,120,490229
VizCompositorTh,120,41840
Compositor,120,113096
