prev_comm,prio,timeslice
chromium:gdrv0,120,9068
chromium:gdrv0,120,9048
chromium:gl0,120,482183
chromium:gdrv0,120,9588
chromium:gdrv0,120,10330
chromium,120,74332
chromium,120,6672
chromium,120,7765
chromium:gdrv0,120,8997
chromium,120,7604
chromium,120,6683
kworker/u96:2,120,16341
chromium,120,6612
chromium:gdrv0,120,13997
chromium:cs0,120,12383
chromium,120,6763
chromium,120,7835
chromium:gdrv0,120,9198
kworker/u96:2,120,27002
chromium,120,7174
chromium,120,6723
chromium:gdrv0,120,8717
chromium,120,6663
chromium,120,6723
chromium:gdrv0,120,9949
chromium,120,8627
chromium,120,6803
chromium:gdrv0,120,9689
chromium,120,6583
Chrome_ChildIOT,120,54825
chromium,120,6913
chromium,120,6773
chromium:gdrv0,120,9277
chromium,120,3296
chromium:gdrv0,120,13196
chromium,120,4047
chromium:cs0,120,9919
kworker/u96:2,120,6002
Chrome_ChildIOT,120,72589
Compositor,120,8195
chromium:gdrv0,120,10289
chromium:gdrv0,120,9108
chromium:gl0,120,409775
chromium:gdrv0,120,9227
chromium,120,64935
chromium,120,6392
chromium,120,8055
chromium:gdrv0,120,9018
kworker/u96:2,120,2064
chromium,120,6673
chromium,120,7625
chromium:gdrv0,120,9007
chromium,120,6583
chromium,120,6543
chromium,120,6632
chromium:gdrv0,120,8987
chromium,120,6512
chromium,120,6583
chromium:gdrv0,120,9057
chromium,120,6592
chromium,120,6592
chromium:gdrv0,120,9288
chromium,120,6553
chromium,120,7705
kworker/u96:2,120,1724
chromium:gdrv0,120,9217
chromium,120,6602
chromium,120,8857
chromium:gdrv0,120,8988
chromium:gdrv0,120,8968
Chrome_ChildIOT,120,49845
chromium:gdrv0,120,9178
chromium:gl0,120,366411
Chrome_ChildIOT,120,69614
chromium,120,18786
chromium:gdrv0,120,13566
chromium:cs0,120,8716
kworker/u96:2,120,24627
chromium:gdrv0,120,9228
chromium,120,63632
chromium,120,6612
chromium:gdrv0,120,9008
chromium,120,7855
chromium,120,7905
chromium:gdrv0,120,9078
chromium,120,6623
chromium,120,6532
chromium,120,6493
chromium:gdrv0,120,8997
chromium,120,6543
chromium,120,6553
chromium:gdrv0,120,11202
chromium,120,6593
chromium:cs0,120,9758
kworker/u96:2,120,5280
chromium,120,6623
chromium:gdrv0,120,9818
chromium,120,6532
chromium,120,6562
chromium:gdrv0,120,9037
chromium,120,6573
chromium,120,4558
chromium:gdrv0,120,9428
chromium:gdrv0,120,9017
chromium:gdrv0,120,9247
chromium:gl0,120,363536
kworker/u96:2,120,2064
Chrome_ChildIOT,120,65025
Chrome_ChildIOT,120,76817
kworker/u96:2,120,1994
chromium:gdrv0,120,10400
Compositor,120,3998
chromium,120,79493
chromium,120,6252
chromium:gdrv0,120,8877
chromium,120,6462
chromium,120,7545
chromium:gdrv0,120,8907
chromium,120,6512
chromium,120,6563
chromium,120,6512
chromium:gdrv0,120,8897
chromium,120,6432
chromium,120,6513
chromium:gdrv0,120,8947
chromium,120,6743
chromium,120,6562
chromium:gdrv0,120,8917
chromium,120,6422
chromium,120,6543
chromium:gdrv0,120,9097
chromium,120,6512
chromium,120,6502
chromium,120,4208
chromium:gdrv0,120,14878
chromium:cs0,120,9538
kworker/u96:2,120,23425
chromium:gdrv0,120,8937
chromium:gdrv0,120,8907
chromium:gl0,120,366572
chromium:gdrv0,120,8947
Chrome_ChildIOT,120,48312
Chrome_ChildIOT,120,76286
chromium:gdrv0,120,9098
chromium,120,71737
chromium,120,7695
chromium:gdrv0,120,11322
chromium,120,6433
chromium:cs0,120,10119
kworker/u96:2,120,6923
chromium,120,6482
chromium:gdrv0,120,9969
chromium,120,6553
chromium,120,6493
kworker/u96:2,120,2064
chromium,120,6472
chromium:gdrv0,120,9127
chromium,120,7765
chromium,120,6512
chromium:gdrv0,120,8857
chromium,120,6532
chromium,120,6492
chromium:gdrv0,120,8927
chromium,120,6503
chromium,120,6623
chromium:gdrv0,120,9218
chromium,120,6463
chromium,120,7815
chromium:gdrv0,120,8927
kworker/u96:2,120,1744
chromium:gdrv0,120,10069
chromium:gdrv0,120,10871
chromium:gl0,120,387572
Chrome_ChildIOT,120,54925
Chrome_ChildIOT,120,69112
chromium,120,18706
chromium:gdrv0,120,9789
chromium:gdrv0,120,9078
chromium,120,62129
chromium,120,7495
chromium:gdrv0,120,8867
chromium,120,6452
chromium,120,6432
chromium:gdrv0,120,8887
chromium,120,6463
chromium,120,6533
chromium,120,6462
chromium:gdrv0,120,11892
chromium:cs0,120,10630
chromium,120,6372
chromium,120,6442
chromium:gdrv0,120,8877
kworker/u96:2,120,23575
chromium,120,6212
chromium,120,6462
chromium:gdrv0,120,8796
chromium,120,6452
chromium,120,6402
chromium:gdrv0,120,8866
chromium,120,6562
chromium,120,6412
chromium,120,6472
chromium:gdrv0,120,8556
chromium,120,5029
chromium:gdrv0,120,8186
chromium:gdrv0,120,10080
chromium:cs0,120,10390
kworker/u96:2,120,5531
chromium:gdrv0,120,10731
chromium:gl0,120,384887
kworker/u96:2,120,1944
Compositor,120,68401
Compositor,120,4188
ThreadPoolForeg,120,48072
Compositor,120,21301
chromium,120,5779988
Chrome_ChildIOT,120,58803
ThreadPoolForeg,120,62079
kworker/u96:2,120,1774
Chrome_ChildIOT,120,73952
chromium:gdrv0,120,10340
chromium,120,78711
chromium,120,7064
chromium:gdrv0,120,6052
chromium,120,6563
chromium,120,6483
chromium:gdrv0,120,5541
chromium,120,9207
chromium,120,8055
chromium:gdrv0,120,5401
chromium,120,6663
chromium,120,10751
chromium,120,6392
chromium:gdrv0,120,6503
chromium,120,9158
chromium,120,6533
chromium:gdrv0,120,5571
chromium,120,6603
chromium:gdrv0,120,5601
chromium:gdrv0,120,8927
chromium,120,60306
chromium:gdrv0,120,7705
chromium:gdrv0,120,10921
chromium:gl0,120,356473
chromium,120,20199
WebRTC_W_and_N,120,37792
surface-HDMI-A-,120,285376
cosmic-com:cs0,120,37342
surface-HDMI-A-,120,30278
kworker/u96:2,120,38855
cosmic-com:cs0,120,33744
kworker/u96:2,120,11592
surface-HDMI-A-,120,32712
cosmic-com:cs0,120,31992
kworker/u96:2,120,27953
surface-HDMI-A-,120,24908
cosmic-com:cs0,120,31430
kworker/u96:2,120,30198
surface-HDMI-A-,120,129388
kworker/u97:17,120,36339
cosmic-comp,120,110812
kworker/u96:2,120,14458
kworker/u97:17,120,132323
kworker/u97:17,120,39596
chromium,120,214551
cosmic-comp,120,119018
surface-HDMI-A-,120,14026
surface-eDP-1,120,16802
chromium,120,179353
Chrome_ChildIOT,120,62701
chromium,120,95453
VizCompositorTh,120,33003
kworker/u97:17,120,10881
cosmic-comp,120,14888
surface-HDMI-A-,120,22743
surface-eDP-1,120,217978
cosmic-com:cs0,120,37041
surface-eDP-1,120,25378
cosmic-com:cs0,120,31881
cosmic-comp,120,47501
kworker/u96:2,120,49805
surface-eDP-1,120,19097
cosmic-com:cs0,120,19257
surface-eDP-1,120,10670
kworker/u96:2,120,6483
cosmic-com:cs0,120,20148
cosmic-comp,120,6593
kworker/u96:2,120,24006
chromium,120,40859
surface-eDP-1,120,79062
cosmic-com:cs0,120,20780
kworker/u96:2,120,55527
surface-HDMI-A-,120,319351
cosmic-com:cs0,120,23776
kworker/u96:2,120,3156
surface-eDP-1,120,74493
kworker/u96:2,120,11001
surface-HDMI-A-,120,24427
kworker/u97:17,120,16632
cosmic-com:cs0,120,21491
kworker/u96:2,120,2875
surface-HDMI-A-,120,24747
cosmic-com:cs0,120,17484
surface-HDMI-A-,120,14097
cosmic-com:cs0,120,17784
VizCompositorTh,120,66177
surface-HDMI-A-,120,104851
kworker/u97:0,120,41399
cosmic-comp,120,46228
kworker/u96:2,120,7876
kworker/u96:2,120,9188
kworker/u96:2,120,6874
Compositor,120,157602
kworker/u96:2,120,3567
kworker/u96:2,120,2625
chromium,120,117355
surface-eDP-1,120,8086
cosmic-comp,120,75425
surface-HDMI-A-,120,11471
kworker/u97:17,120,175566
Chrome_ChildIOT,120,106033
chromium,120,71167
kworker/u96:2,120,2755
ksoftirqd/0,120,4098
Chrome_ChildIOT,120,154175
kworker/u97:0,120,144727
chromium,120,110572
Chrome_ChildIOT,120,103578
chromium:cs0,120,55957
kworker/u96:2,120,39195
Compositor,120,117274
Chrome_ChildIOT,120,90754
Compositor,120,27723
chromium,120,397140
chromium:cs0,120,11102
VizCompositorTh,120,328790
Compositor,120,25229
kworker/u96:2,120,24968
chromium,120,64644
chromium:cs0,120,10580
kworker/u96:2,120,12734
Chrome_ChildIOT,120,55827
Chrome_ChildIOT,120,75184
chromium,120,173092
chromium:cs0,120,10170
Chrome_IOThread,120,93919
chromium:gl0,120,49615
chromium,120,34676
ksoftirqd/2,120,20259
chromium:gl0,120,24657
chromium,120,48924
kworker/u96:2,120,28855
chromium,120,361062
chromium,120,6874
Chrome_ChildIOT,120,69162
chromium,120,8166
chromium:gdrv0,120,67720
kworker/u96:2,120,2224
chromium,120,8236
chromium,120,7054
chromium:gdrv0,120,11071
chromium,120,6723
chromium,120,7244
chromium:gdrv0,120,15249
Chrome_ChildIOT,120,103067
chromium,120,8205
chromium:cs0,120,27693
chromium,120,7775
kworker/u96:2,120,7094
chromium:gdrv0,120,10991
chromium,120,7213
chromium,120,6673
chromium:gdrv0,120,9017
chromium,120,6693
chromium,120,6773
chromium:gdrv0,120,8937
chromium,120,6702
chromium,120,6642
chromium,120,6753
chromium:gdrv0,120,8987
chromium,120,5912
chromium:gdrv0,120,9018
kworker/u96:2,120,2014
chromium:gdrv0,120,8977
chromium:gdrv0,120,10299
chromium:gl0,120,483236
chromium:gdrv0,120,9338
chromium,120,67940
chromium,120,6943
chromium,120,7855
Chrome_ChildIOT,120,50987
chromium:gdrv0,120,14157
chromium,120,7044
chromium,120,6863
chromium:gdrv0,120,8977
chromium,120,6673
chromium,120,6723
chromium,120,7023
Chrome_ChildIOT,120,61658
chromium:gdrv0,120,8947
chromium,120,6673
chromium,120,6672
chromium:gdrv0,120,8887
chromium,120,6703
chromium,120,6753
chromium:gdrv0,120,12685
chromium,120,6713
chromium:cs0,120,9378
chromium,120,6713
kworker/u96:2,120,19638
chromium:gdrv0,120,9588
chromium,120,6663
chromium,120,6622
chromium,120,6573
chromium:gdrv0,120,8937
chromium,120,6593
chromium,120,6653
chromium:gdrv0,120,8937
chromium,120,6623
chromium,120,4869
chromium:gdrv0,120,8877
chromium:gdrv0,120,8857
chromium:gdrv0,120,12114
chromium:cs0,120,8616
kworker/u96:2,120,5932
chromium:gl0,120,475812
chromium:gdrv0,120,9488
chromium,120,68190
chromium,120,6563
chromium,120,7725
chromium:gdrv0,120,9839
chromium,120,6673
Chrome_ChildIOT,120,62490
chromium,120,7915
chromium:gdrv0,120,8967
chromium,120,6713
kworker/u96:2,120,2104
chromium,120,7755
chromium,120,7033
chromium:gdrv0,120,8857
chromium,120,6903
Chrome_ChildIOT,120,60967
chromium,120,6703
chromium:gdrv0,120,8847
chromium,120,6643
chromium,120,6613
chromium:gdrv0,120,8867
chromium,120,6593
chromium,120,7825
chromium:gdrv0,120,9549
chromium,120,6683
chromium,120,7734
kworker/u96:2,120,1874
chromium:gdrv0,120,8867
chromium:gdrv0,120,8907
chromium:gdrv0,120,8907
chromium:gl0,120,392762
chromium:gdrv0,120,12675
chromium,120,78921
chromium:cs0,120,8576
chromium,120,6723
chromium:gdrv0,120,8987
kworker/u96:2,120,23756
chromium,120,6623
chromium,120,7113
chromium:gdrv0,120,8978
chromium,120,6653
chromium,120,6563
chromium,120,6603
chromium:gdrv0,120,8917
chromium,120,6623
chromium,120,6602
Chrome_ChildIOT,120,56599
chromium:gdrv0,120,8787
chromium,120,6602
chromium,120,6793
chromium:gdrv0,120,8787
chromium,120,6623
chromium,120,8296
Chrome_ChildIOT,120,60646
chromium:gdrv0,120,8847
chromium,120,6643
chromium,120,7695
chromium:gdrv0,120,11812
chromium:cs0,120,8626
chromium,120,20379
kworker/u96:2,120,5450
chromium:gdrv0,120,10159
chromium:gdrv0,120,8857
chromium:gl0,120,398543
chromium:gdrv0,120,9739
kworker/u96:2,120,1984
chromium:gdrv0,120,9228
chromium,120,69453
chromium,120,7865
chromium:gdrv0,120,8737
chromium,120,6542
chromium,120,12724
chromium:gdrv0,120,10510
chromium,120,6623
chromium,120,7665
chromium,120,6563
chromium:gdrv0,120,9338
chromium,120,6533
kworker/u96:2,120,2034
chromium,120,6552
chromium:gdrv0,120,9328
chromium,120,6592
chromium,120,6653
chromium:gdrv0,120,8807
chromium,120,6563
chromium,120,7765
Chrome_ChildIOT,120,52521
chromium,120,6633
chromium:gdrv0,120,8797
chromium,120,6563
chromium,120,6733
chromium:gdrv0,120,9008
chromium,120,4799
chromium:gdrv0,120,8736
chromium,120,4137
Chrome_ChildIOT,120,72559
chromium:gdrv0,120,13115
chromium:cs0,120,8456
chromium:gdrv0,120,8957
kworker/u96:2,120,23676
chromium:gl0,120,418091
chromium:gdrv0,120,9218
chromium,120,69753
chromium,120,7785
chromium:gdrv0,120,8827
chromium,120,6603
chromium,120,6623
chromium:gdrv0,120,8866
chromium,120,6582
chromium,120,6583
chromium,120,6633
chromium:gdrv0,120,11262
chromium:cs0,120,8295
chromium,120,6643
kworker/u96:2,120,5390
chromium,120,6612
chromium:gdrv0,120,10179
chromium,120,6563
chromium,120,6553
chromium:gdrv0,120,9448
chromium,120,6964
chromium,120,7855
chromium:gdrv0,120,8707
chromium,120,6583
chromium,120,6543
chromium,120,6272
chromium:gdrv0,120,8777
kworker/u96:2,120,2024
chromium:gdrv0,120,8887
Chrome_ChildIOT,120,51819
chromium:gdrv0,120,9018
chromium:gl0,120,400096
chromium:gdrv0,120,10139
Chrome_ChildIOT,120,79111
kworker/u96:2,120,2034
chromium:gdrv0,120,9188
chromium,120,79372
chromium,120,7685
chromium:gdrv0,120,8857
chromium,120,6563
chromium,120,6572
chromium:gdrv0,120,8837
chromium,120,6652
chromium,120,6582
chromium,120,6542
chromium:gdrv0,120,8837
chromium,120,6532
chromium,120,6633
chromium:gdrv0,120,8787
chromium,120,6573
chromium,120,6712
chromium:gdrv0,120,12734
chromium,120,7424
chromium:cs0,120,10349
chromium,120,10631
kworker/u96:2,120,23726
chromium:gdrv0,120,8666
chromium,120,6662
chromium,120,7785
chromium,120,7694
chromium:gdrv0,120,8827
chromium:gdrv0,120,9057
chromium:gdrv0,120,8877
Chrome_ChildIOT,120,47992
chromium:gl0,120,397781
chromium:gdrv0,120,8907
Chrome_ChildIOT,120,73421
chromium:cs0,120,8516
kworker/u96:2,120,5721
chromium:gdrv0,120,11442
chromium,120,84973
chromium,120,8576
chromium:gdrv0,120,9067
chromium,120,6663
chromium,120,7815
kworker/u96:2,120,1864
chromium:gdrv0,120,8577
chromium,120,6652
chromium,120,6593
chromium,120,6593
chromium:gdrv0,120,8877
chromium,120,6653
chromium,120,6733
chromium:gdrv0,120,8396
chromium,120,6642
chromium,120,6683
chromium:gdrv0,120,7925
chromium,120,6593
chromium,120,6623
kworker/u96:2,120,2004
chromium:gdrv0,120,7805
chromium,120,6612
chromium,120,6633
chromium,120,7424
chromium:gdrv0,120,7744
chromium:gdrv0,120,8156
chromium:gdrv0,120,7865
chromium,120,4995776
chromium:gl0,120,407069
chromium,120,7053
chromium:gdrv0,120,8306
Compositor,120,89381
Compositor,120,3937
ThreadPoolForeg,120,54785
Chrome_ChildIOT,120,48563
Compositor,120,25579
Chrome_ChildIOT,120,72278
chromium:gdrv0,120,9949
chromium,120,89682
chromium,120,9749
chromium,120,6633
chromium:gdrv0,120,14848
chromium:cs0,120,8536
chromium:gdrv0,120,6523
kworker/u96:2,120,29517
chromium:gdrv0,120,10671
chromium,120,75514
chromium:gdrv0,120,8276
chromium:gdrv0,120,5721
chromium:gl0,120,248946
chromium,120,34496
kworker/u97:17,120,4058
cosmic-comp,120,17072
kworker/u96:2,120,1923
surface-eDP-1,120,15670
surface-eDP-1,120,108838
cosmic-com:cs0,120,16051
surface-eDP-1,120,10821
cosmic-com:cs0,120,9598
kworker/u96:2,120,28454
surface-eDP-1,120,8897
cosmic-com:cs0,120,10110
kworker/u96:2,120,2154
surface-eDP-1,120,5260
cosmic-com:cs0,120,8957
surface-eDP-1,120,40648
cosmic-com:cs0,120,11943
kworker/u96:2,120,16241
kworker/u96:2,120,5120
surface-eDP-1,120,39476
kworker/u97:17,120,10800
kworker/u96:2,120,4107
kworker/u96:2,120,1993
kworker/u97:17,120,87568
WebRTC_W_and_N,120,31972
WebRTC_W_and_N,120,38675
kworker/u97:3,120,4770
kworker/0:0,120,14658
kworker/12:2,120,19568
kworker/u97:17,120,5801
cosmic-comp,120,32272
surface-eDP-1,120,32301
kworker/u97:0,120,7184
cosmic-comp,120,14317
cosmic-comp,120,59323
Compositor,120,17654
cosmic-comp,120,18215
chromium,120,51909
surface-HDMI-A-,120,313982
ThreadPoolServi,120,52670
cosmic-com:cs0,120,78560
ThreadPoolForeg,120,30047
kworker/u96:2,120,32362
surface-HDMI-A-,120,75785
cosmic-com:cs0,120,38193
VizCompositorTh,120,39275
kworker/u96:2,120,25770
surface-HDMI-A-,120,88219
kworker/u96:2,120,13155
Compositor,120,125010
cosmic-com:cs0,120,29216
kworker/u96:2,120,31280
surface-HDMI-A-,120,36790
cosmic-com:cs0,120,20779
Chrome_ChildIOT,120,57881
kworker/u96:2,120,31010
Chrome_ChildIOT,120,110071
surface-HDMI-A-,120,135459
kworker/u97:0,120,19227
kworker/u96:2,120,23865
chromium,120,102566
Chrome_ChildIOT,120,92798
cosmic-comp,120,105852
kworker/u96:2,120,26791
chromium:cs0,120,98488
chromium,120,123296
kworker/u97:0,120,146340
Chrome_ChildIOT,120,32342
surface-HDMI-A-,120,13055
cosmic-comp,120,151460
Compositor,120,251040
chromium,120,82277
chromium,120,219591
Chrome_ChildIOT,120,176428
chromium,120,114880
surface-eDP-1,120,225511
chromium:cs0,120,31631
kworker/u96:2,120,27233
Compositor,120,74703
kworker/u96:2,120,2916
cosmic-com:cs0,120,67249
chromium,120,112134
surface-eDP-1,120,32602
cosmic-com:cs0,120,25148
surface-eDP-1,120,21281
cosmic-com:cs0,120,15590
surface-eDP-1,120,13806
cosmic-com:cs0,120,19187
VizCompositorTh,120,452527
Compositor,120,31921
Chrome_ChildIOT,120,36911
chromium,120,56689
Chrome_ChildIOT,120,24387
chromium:cs0,120,35188
kworker/u96:2,120,2214
surface-eDP-1,120,89681
cosmic-com:cs0,120,16151
kworker/u96:2,120,15619
surface-eDP-1,120,72138
kworker/u97:17,120,14738
kworker/u96:2,120,10761
chromium,120,108307
chromium:cs0,120,11572
kworker/u96:2,120,7414
Chrome_IOThread,120,64313
kworker/u96:2,120,5872
chromium,120,191226
chromium,120,148174
Chrome_ChildIOT,120,17754
chromium:gdrv0,120,53833
chromium,120,4840
Chrome_ChildIOT,120,30829
chromium:gdrv0,120,9228
chromium:gl0,120,286238
chromium,120,17163
chromium:gdrv0,120,9759
kworker/u96:2,120,5751
kworker/u96:2,120,3266
chromium,120,71727
chromium:gdrv0,120,10851
chromium,120,6533
chromium,120,8085
kworker/u97:17,120,106354
chromium:gdrv0,120,9648
chromium,120,7754
chromium,120,7825
chromium,120,6533
chromium:gdrv0,120,12805
kworker/u96:2,120,2245
chromium,120,6903
chromium,120,6322
chromium:gdrv0,120,8817
chromium,120,6392
chromium,120,6402
chromium:gdrv0,120,8806
chromium,120,6432
chromium,120,7474
chromium:gdrv0,120,8776
chromium,120,6452
chromium,120,5922
chromium:gdrv0,120,8817
chromium:gdrv0,120,8767
chromium:gdrv0,120,8807
Chrome_ChildIOT,120,17303
chromium:gl0,120,368646
Chrome_ChildIOT,120,25669
chromium,120,15029
chromium:gdrv0,120,17263
Compositor,120,5210
chromium:cs0,120,34636
kworker/u96:2,120,15981
chromium:gdrv0,120,9167
chromium,120,78992
chromium:gdrv0,120,8857
chromium,120,6362
chromium,120,6382
chromium,120,6432
chromium:gdrv0,120,12835
chromium:cs0,120,12143
chromium,120,10250
kworker/u96:2,120,4959
chromium,120,6442
chromium:gdrv0,120,9798
chromium,120,7494
chromium,120,6393
chromium:gdrv0,120,8917
chromium,120,6432
chromium,120,6433
chromium:gdrv0,120,8827
chromium,120,6442
chromium,120,6433
chromium:gdrv0,120,8907
chromium,120,6392
chromium:gdrv0,120,8817
chromium,120,23676
chromium:gdrv0,120,8837
chromium:gdrv0,120,8786
chromium:gl0,120,353036
Chrome_ChildIOT,120,17503
kworker/u96:2,120,2094
Chrome_ChildIOT,120,24587
chromium,120,20109
chromium:gdrv0,120,9498
chromium,120,56658
chromium:gdrv0,120,9007
kworker/u96:2,120,1824
chromium,120,6192
chromium,120,6412
chromium:gdrv0,120,8756
chromium,120,6402
chromium,120,8958
chromium:gdrv0,120,11292
chromium,120,6442
chromium,120,6443
chromium,120,6462
chromium:gdrv0,120,8877
chromium,120,6452
chromium,120,6352
chromium:gdrv0,120,12203
chromium:cs0,120,10911
chromium,120,10460
chromium,120,7083
kworker/u96:2,120,14137
chromium:gdrv0,120,8826
chromium,120,6463
chromium,120,7524
chromium:gdrv0,120,8897
chromium,120,6453
chromium,120,6362
chromium,120,7003
chromium:gdrv0,120,8817
chromium:gdrv0,120,9328
chromium:gdrv0,120,8837
chromium:gl0,120,373254
chromium:gdrv0,120,11382
chromium:cs0,120,8616
kworker/u96:2,120,5230
kworker/u97:17,120,2545
Chrome_ChildIOT,120,16482
cosmic-comp,120,19557
surface-eDP-1,120,9989
Chrome_ChildIOT,120,30679
chromium,120,72879
chromium,120,6262
chromium:gdrv0,120,9238
kworker/u96:2,120,1884
chromium,120,6422
chromium,120,6823
chromium:gdrv0,120,8847
chromium,120,6503
chromium,120,6452
chromium:gdrv0,120,8807
chromium,120,6442
chromium,120,6412
chromium,120,6423
chromium:gdrv0,120,8847
chromium,120,6443
chromium,120,6432
chromium:gdrv0,120,8867
chromium,120,6482
kworker/u96:2,120,1803
chromium,120,6402
chromium:gdrv0,120,8887
chromium,120,6442
chromium,120,6342
chromium:gdrv0,120,8837
chromium,120,6423
chromium,120,6443
chromium:gdrv0,120,8807
chromium,120,14909
chromium:gdrv0,120,9999
chromium:gdrv0,120,8847
chromium:gl0,120,377874
chromium:gdrv0,120,8847
Chrome_ChildIOT,120,18665
Chrome_ChildIOT,120,25098
chromium:gdrv0,120,12424
chromium:cs0,120,10871
chromium,120,87277
chromium,120,6172
chromium:gdrv0,120,8938
kworker/u96:2,120,23105
chromium,120,6432
chromium,120,6563
chromium:gdrv0,120,10110
chromium,120,10440
chromium,120,6482
chromium,120,6402
chromium:gdrv0,120,8817
chromium,120,6392
chromium,120,6412
chromium:gdrv0,120,8817
chromium,120,6523
chromium,120,6302
chromium:gdrv0,120,8827
chromium,120,6433
chromium,120,7444
chromium,120,6913
chromium:gdrv0,120,11001
chromium:cs0,120,8526
chromium,120,7264
kworker/u96:2,120,5321
chromium,120,6492
chromium:gdrv0,120,9869
chromium,120,4949
chromium:gdrv0,120,9548
chromium:gdrv0,120,8757
chromium:gdrv0,120,8877
chromium:gl0,120,393984
kworker/u96:2,120,1983
Chrome_ChildIOT,120,16662
Chrome_ChildIOT,120,24396
chromium:gdrv0,120,9308
chromium,120,70686
chromium,120,6382
chromium,120,7534
kworker/u96:2,120,1853
chromium:gdrv0,120,8937
chromium,120,6402
chromium,120,7485
chromium:gdrv0,120,8857
chromium,120,6412
chromium,120,6403
chromium,120,6403
chromium:gdrv0,120,8857
